class_id,slang,scientific_name,herbarium22_category_id,path,toxicity,species_label
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/020.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/021.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/022.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/023.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/024.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/025.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/026.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/027.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/028.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/029.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/030.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/031.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/032.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/033.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/034.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/035.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/036.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/037.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/038.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/039.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/040.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/041.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/042.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/043.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/044.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/045.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/046.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/047.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/048.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/049.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/050.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/051.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/052.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/053.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/054.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/055.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/056.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/057.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/058.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/059.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/060.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/061.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/062.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/063.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/064.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/065.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/066.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/067.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/068.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/069.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/070.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/071.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/072.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/073.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/074.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/075.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/076.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/077.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/078.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/079.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/080.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/081.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/082.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/083.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/084.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/085.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/086.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/087.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/088.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/089.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/090.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/091.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/092.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/093.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/094.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/095.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/096.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/097.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/098.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/099.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/100.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/101.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/102.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/103.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/104.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/105.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/106.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/107.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/108.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/109.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/110.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/111.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/112.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/113.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/114.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/115.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/116.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/117.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/118.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/119.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/120.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/121.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/122.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/123.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/124.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/125.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/126.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/127.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/128.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/129.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/130.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/131.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/132.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/133.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/134.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/135.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/136.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/137.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/138.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/139.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/140.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/141.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/142.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/143.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/144.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/145.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/146.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/147.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/148.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/149.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/150.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/151.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/152.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/153.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/154.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/155.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/156.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/157.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/158.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/159.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/160.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/161.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/162.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/163.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/164.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/165.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/166.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/167.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/168.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/169.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/170.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/171.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/172.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/173.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/174.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/175.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/176.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/177.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/178.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/179.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/180.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/181.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/182.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/183.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/184.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/185.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/186.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/187.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/188.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/189.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/190.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/191.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/192.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/193.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/194.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/195.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/196.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/197.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/198.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/199.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/200.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/201.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/202.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/203.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/204.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/205.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/206.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/207.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/208.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/209.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/210.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/211.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/212.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/213.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/214.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/215.jpg,0,3
0,Spider Plant,Chlorophytum comosum,-1,../input/toxic-plant-classification/tpc-imgs/nontoxic_images/000/216.jpg,0,3
